,Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University_x,"Rank (Full, Associate, Assistant, Other)",UniversityID,Unnamed: 11,University_y,ID,school,dblpname,dblpexists,fuzzyscore,fuzzyname
630,"Sokol, Dina",Sokol,Dina,https://scholar.google.com/citations?user=-2ePFEwAAAAJ&hl=en&oi=ao,475.0,9.0,9.0,7.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Dina Sokol,1,0.0,Dina Sokol
631,"St. John, Katherine",St. John,Katherine,https://scholar.google.com/citations?user=k_K-PFkAAAAJ&hl=en&oi=ao,1121.0,16.0,18.0,45.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Katherine St. John,1,0.0,Katherine St. John
632,"Stamos, Ioannis",Stamos,Ioannis,https://scholar.google.com/citations?user=ENLTjooAAAAJ&hl=en&oi=ao,1764.0,21.0,28.0,79.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Ioannis Stamos,1,0.0,Ioannis Stamos
633,"Sy, Bon K.",Sy,Bon K.,https://scholar.google.com/citations?user=GLjNiI4AAAAJ&hl=en&oi=ao,241.0,8.0,7.0,8.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Bon K. Sy,1,0.0,Bon K. Sy
634,"Tansel, Abdullah Uz",Tansel,Abdullah Uz,https://scholar.google.com/citations?user=emeq3i8AAAAJ&hl=en&oi=ao,3078.0,18.0,24.0,45.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Abdullah Uz Tansel,1,0.0,Abdullah Uz Tansel
635,"Tian, Ying-Li",Tian,Ying-Li,https://scholar.google.com/citations?user=aAWeB4wAAAAJ&hl=en&oi=ao,10177.0,45.0,100.0,196.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Ying-li Tian,1,0.0,Ying-li Tian
636,"Uyar, M. Umit",Uyar,M. Umit,https://scholar.google.com/citations?user=tF0lurkAAAAJ&hl=en&oi=ao,2225.0,22.0,45.0,37.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,M. Ümit Uyar,1,0.0,M. Ümit Uyar
637,"Vazquez-Abad, Felisa",Vazquez-Abad,Felisa,https://scholar.google.com/citations?user=KbF8FhwAAAAJ&hl=en&oi=ao,838.0,15.0,20.0,23.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Felisa J. Vázquez-Abad,1,0.0,Felisa J. Vázquez-Abad
638,"Wei, Jie",Wei,Jie,https://scholar.google.com/citations?user=6Lc5BkYAAAAJ,618.0,13.0,15.0,28.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Jie Wei,1,0.0,Jie Wei
639,"Whitlock, Paula",Whitlock,Paula,https://scholar.google.com/citations?user=oQc2QAEAAAAJ,4036.0,19.0,27.0,42.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Paula A. Whitlock,1,0.0,Paula A. Whitlock
640,"Wolberg, George",Wolberg,George,https://scholar.google.com/citations?user=KyXgRdQAAAAJ&hl=en&oi=ao,5356.0,24.0,32.0,94.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,George Wolberg,1,0.0,George Wolberg
641,"Xiao, Jizhong",Xiao,Jizhong,https://scholar.google.com/citations?user=hUo4KuQAAAAJ&hl=en&oi=ao,3887.0,28.0,110.0,67.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Jizhong Xiao,1,0.0,Jizhong Xiao
642,"Zhang, Shuqun",Zhang,Shuqun,https://scholar.google.com/citations?user=7uGzJW8AAAAJ&hl=en&oi=ao,1292.0,14.0,20.0,18.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Shuqun Zhang,0,0.9166666666666666,Shujun Zhang
643,"Zhou, Neng Fa",Zhou,Neng Fa,https://scholar.google.com/citations?user=17iCYjYAAAAJ&hl=en&oi=ao,9365.0,35.0,209.0,84.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Neng Fa Zhou,0,1.0,Neng-Fa Zhou
644,"Zhu, Zhigang",Zhu,Zhigang,https://scholar.google.com/citations?user=2m-u_KoAAAAJ&hl=en&oi=ao,1802.0,22.0,51.0,39.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Zhigang Zhu,1,0.0,Zhigang Zhu
645,"Benbunan-Fich, Raquel",Benbunan-Fich,Raquel,https://scholar.google.com/citations?user=ZjMEEo0AAAAJ&hl=en&oi=ao,3135.0,28.0,43.0,93.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Raquel Benbunan-Fich,1,0.0,Raquel Benbunan-Fich
646,"Dietrich, Sven",Dietrich,Sven,https://scholar.google.com/citations?user=3uIuMR4AAAAJ&hl=en&oi=ao,1103.0,13.0,15.0,18.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Sven Dietrich,1,0.0,Sven Dietrich
647,"Fazio, Nelly",Fazio,Nelly,https://scholar.google.com/citations?user=U8ZdsuEAAAAJ&hl=en&oi=ao,1244.0,10.0,10.0,12.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Nelly Fazio,1,0.0,Nelly Fazio
648,"Gladkova, Irina",Gladkova,Irina,https://scholar.google.com/citations?user=gistCekAAAAJ&hl=en&oi=ao,364.0,10.0,11.0,10.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Irina Gladkova,0,0.8888888888888888,Irina Gudkova
649,"Huo, Yumei",Huo,Yumei,https://scholar.google.com/citations?user=zpwr3EEAAAAJ&hl=en&oi=ao,176.0,8.0,5.0,8.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Yumei Huo,1,0.0,Yumei Huo
650,"Imberman, Susan",Imberman,Susan,https://scholar.google.com/citations?user=y3HkhBEAAAAJ&hl=en&oi=ao,230.0,9.0,8.0,6.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Susan Imberman,0,0.7692307692307693,Susan Bergin
651,"Sakas, William",Sakas,William,https://scholar.google.com/citations?user=swe6S54AAAAJ&hl=en&oi=ao,315.0,8.0,7.0,7.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,William Sakas,0,0.8571428571428571,William A. Knaus
652,"Shankar, Subash",Shankar,Subash,https://scholar.google.com/citations?user=_d9T9cEAAAAJ&hl=en&oi=ao,231.0,6.0,3.0,6.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Subash Shankar,1,0.0,Subash Shankar
653,"Skeith, William",Skeith,William,https://scholar.google.com/citations?user=G8KO84kAAAAJ,700.0,7.0,6.0,6.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,William Skeith,0,0.8888888888888888,William Smith
654,"Xiang, Zhigang",Xiang,Zhigang,https://scholar.google.com/citations?user=OFOR6ekAAAAJ&hl=en&oi=ao,476.0,9.0,8.0,9.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Zhigang Xiang,0,0.9230769230769231,Zhigang Jiang
655,"Xie, Lei",Xie,Lei,https://scholar.google.com/citations?user=CujCxdYAAAAJ&hl=en&oi=ao,2713.0,22.0,24.0,101.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Lei Xie,1,0.0,Lei Xie
656,"Yuan, Changhe",Yuan,Changhe,https://scholar.google.com/citations?user=dVia5U4AAAAJ&hl=en&oi=ao,701.0,16.0,25.0,24.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Changhe Yuan,1,0.0,Changhe Yuan
657,"Zelikovitz, Sarah",Zelikovitz,Sarah,https://scholar.google.com/citations?user=JJvTMLsAAAAJ&hl=en&oi=ao,559.0,9.0,9.0,10.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Sarah Zelikovitz,1,0.0,Sarah Zelikovitz
658,"Zhang, Danyang",Zhang,Danyang,https://scholar.google.com/citations?user=C1UHB_MAAAAJ&hl=en&oi=ao,28.0,3.0,0.0,1.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Danyang Zhang,1,0.0,Danyang Zhang
659,"Zhang, Jianting",Zhang,Jianting,https://scholar.google.com/citations?user=UKjJKUIAAAAJ&hl=en&oi=ao,1084.0,20.0,43.0,22.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Jianting Zhang,1,0.0,Jianting Zhang
660,"Zhang, Xiaowen",Zhang,Xiaowen,https://scholar.google.com/citations?user=vX1p5wIAAAAJ,76.0,5.0,1.0,3.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Xiaowen Zhang,1,0.0,Xiaowen Zhang
661,"Zhang, Zhanyang",Zhang,Zhanyang,https://scholar.google.com/citations?user=JArOMTUAAAAJ&hl=en&oi=ao,57.0,5.0,1.0,3.0,CUNY Graduate School and University Center  ,Associate,9,, CUNY Graduate School and University Center,9,CUNY,Zhanyang Zhang,1,0.0,Zhanyang Zhang
662,"Chao, Chen",Chao,Chen,https://scholar.google.com/citations?user=J-iIIFAAAAAJ&hl=en,344.0,12.0,13.0,15.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Chen Chao,0,1.0,Chao Chen
663,"Grossberg, Michael",Grossberg,Michael,https://scholar.google.com/citations?user=O3lqKpcAAAAJ&hl=en&oi=ao,3398.0,27.0,38.0,130.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Michael D. Grossberg,1,0.0,Michael D. Grossberg
664,"Gu, Feng",Gu,Feng,https://scholar.google.com/citations?user=RZ7Z6GMAAAAJ&hl=en,116.0,7.0,3.0,4.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Feng Gu,1,0.0,Feng Gu
665,"Jain, Shweta",Jain,Shweta,https://scholar.google.com/citations?user=Xuu5TGQAAAAJ&hl=en&oi=ao,609.0,8.0,7.0,6.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Shweta Jain,0,0.8148148148148148,Shweta Jain 0001
666,"Johnson, Matthew",Johnson,Matthew,https://scholar.google.com/citations?user=Ybf7jtwAAAAJ,910.0,18.0,28.0,24.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Matthew Johnson,1,0.0,Matthew Johnson
667,"Kletenik, Devorah",Kletenik,Devorah,https://scholar.google.com/citations?user=cYTgpmEAAAAJ&hl=en&oi=ao,34.0,2.0,1.0,0.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Devorah Kletenik,1,0.0,Devorah Kletenik
668,"Levitan, Rivka",Levitan,Rivka,https://scholar.google.com/citations?user=BKeOMSkAAAAJ&hl=en&oi=ao,283.0,7.0,7.0,6.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Rivka Levitan,1,0.0,Rivka Levitan
669,"Mandel, Michael",Mandel,Michael,https://scholar.google.com/citations?user=7-9jOvEAAAAJ&hl=en&oi=ao,1971.0,19.0,28.0,87.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Michael I. Mandel,1,0.0,Michael I. Mandel
670,"Mneimneh, Saad",Mneimneh,Saad,https://scholar.google.com/citations?user=8dRxlUsAAAAJ&hl=en&oi=ao,161.0,8.0,7.0,3.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Saad Mneimneh,1,0.0,Saad Mneimneh
671,"Murphy, Brian",Murphy,Brian,https://scholar.google.com/citations?user=JmUXeu4AAAAJ,303.0,10.0,11.0,12.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Brian Murphy,1,0.0,Brian Murphy
672,"Rozovskaya, Alla",Rozovskaya,Alla,https://scholar.google.com/citations?user=SL4bZHEAAAAJ&hl=en,549.0,15.0,20.0,21.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Alla Rozovskaya,1,0.0,Alla Rozovskaya
673,"Vo, Huy T. ",Vo,Huy T.,https://scholar.google.com/citations?user=HNwwWQgAAAAJ,5876.0,31.0,76.0,51.0,CUNY Graduate School and University Center  ,Assistant,9,, CUNY Graduate School and University Center,9,CUNY,Huy T. Vo,1,0.0,Huy T. Vo
674,Chris Bailey-Kellogg,Bailey-Kellogg,Chris,https://scholar.google.com/citations?user=-cwEbxUAAAAJ&hl=en&oi=ao,1403.0,21.0,47.0,33.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Chris Bailey-Kellogg,1,0.0,Chris Bailey-Kellogg
675,Andrew Thomas Campbell,Campbell,Andrew,https://scholar.google.com/citations?user=rthco5oAAAAJ&hl=en,23664.0,69.0,186.0,537.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Andrew T. Campbell,1,0.0,Andrew T. Campbell
676,Michael Casey,Casey,Michael,https://scholar.google.com/citations?user=2dTrwzAAAAAJ&hl=en&oi=ao,3046.0,27.0,43.0,77.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Michael A. Casey,1,0.0,Michael A. Casey
677,Thomas H. Cormen,Cormen,Thomas,https://scholar.google.com/citations?user=V5FJ6pIAAAAJ&hl=en,45210.0,22.0,30.0,71.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Thomas H. Cormen,1,0.0,Thomas H. Cormen
678,Robert Lewis (Scot) Drysdale III,Drysdale,Robert,https://scholar.google.com/citations?user=mn1QyYgAAAAJ&hl=en,2608.0,25.0,36.0,96.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Robert L. Scot Drysdale,1,0.0,Robert L. Scot Drysdale
679,Hany Farid,Farid,Hany,https://scholar.google.com/citations?user=VEdybxgAAAAJ,10873.0,50.0,89.0,289.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Hany Farid,1,0.0,Hany Farid
680,Prasad Jayanti,Jayanti,Prasad,https://scholar.google.com/citations?user=TH512IgAAAAJ&hl=en,898.0,16.0,22.0,34.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Prasad Jayanti,1,0.0,Prasad Jayanti
681,Daniel Rockmore,Rockmore,Daniel,,,,,74.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Daniel N. Rockmore,1,0.0,Daniel N. Rockmore
682,Sean W. Smith,Smith,Sean,https://scholar.google.com/citations?user=eCv3gnMAAAAJ&hl=en&oi=sra,5990.0,44.0,109.0,116.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Sean W. Smith,1,0.0,Sean W. Smith
683,Peter Winkler,Winkler,Peter,,,,,112.0,Dartmouth College  ,Full,20,, Dartmouth College,20,Dartmouth College,Peter Winkler,0,0.96,Peter Winker
684,Devin J. Balkcom,Balkcom,Devin,https://scholar.google.com/citations?user=w1OP2yAAAAAJ&hl=en,789.0,15.0,19.0,29.0,Dartmouth College  ,Associate,20,, Dartmouth College,20,Dartmouth College,Devin J. Balkcom,1,0.0,Devin J. Balkcom
685,Amit Chakrabarti,Chakrabarti,Amit,https://scholar.google.com/citations?user=LjP106QAAAAJ&hl=en&oi=ao,1631.0,22.0,31.0,62.0,Dartmouth College  ,Associate,20,, Dartmouth College,20,Dartmouth College,Amit Chakrabarti,1,0.0,Amit Chakrabarti
686,David Kotz,Kotz,David,https://scholar.google.com/citations?user=w_Q7iBoAAAAJ&hl=en&oi=ao,16477.0,64.0,155.0,284.0,Dartmouth College  ,Associate,20,, Dartmouth College,20,Dartmouth College,David Kotz,1,0.0,David Kotz
687,Lorenzo Torresani,Torresani,Lorenzo,https://scholar.google.com/citations?user=ss8KR5gAAAAJ&hl=en&oi=ao,2994.0,25.0,34.0,100.0,Dartmouth College  ,Associate,20,, Dartmouth College,20,Dartmouth College,Lorenzo Torresani,1,0.0,Lorenzo Torresani
688,Deeparnab Chakrabarty,Chakrabarty,Deeparnab,https://scholar.google.com/citations?user=JB1j474AAAAJ&hl=en,751.0,16.0,22.0,26.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Deeparnab Chakrabarty,1,0.0,Deeparnab Chakrabarty
689,Gevorg Grigoryan,Grigoryan,Gevorg,https://scholar.google.com/citations?user=hJuusUEAAAAJ&hl=en&oi=ao,1151.0,17.0,20.0,37.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Gevorg Grigoryan,0,0.7878787878787878,Gheorghe Grigoras
690,Wojciech Jarosz,Jarosz,Wojciech,https://scholar.google.com/citations?user=vrjL9p0AAAAJ&hl=en,1290.0,20.0,32.0,36.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Wojciech Jarosz,1,0.0,Wojciech Jarosz
691,Qiang Liu,Liu,Qiang,https://scholar.google.com/citations?user=XEx1fZkAAAAJ&hl=en,522.0,13.0,15.0,18.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Qiang Liu,1,0.0,Qiang Liu
692,Emily Whiting,Whiting,Emily,https://scholar.google.com/citations?user=_TU9kGYAAAAJ,612.0,15.0,16.0,22.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Emily Whiting,1,0.0,Emily Whiting
693,Xing-Dong Yang,Yang,Xing-Dong,https://scholar.google.com/citations?user=9WfDSNwAAAAJ&hl=en,849.0,16.0,23.0,23.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Xing-Dong Yang,1,0.0,Xing-Dong Yang
694,Xia Zhou,Zhou,Xia,https://scholar.google.com/citations?user=t_DFZvgAAAAJ&hl=en&oi=ao,1353.0,16.0,21.0,25.0,Dartmouth College  ,Assistant,20,, Dartmouth College,20,Dartmouth College,Xia Zhou,1,0.0,Xia Zhou
695,"Besana, GianMario",Besana,GianMario,,,,,,DePaul University  ,Full,21,, DePaul University,21,DePaul University,GianMario Besana,0,0.75,Ana-Maria Ghiran
696,"Burke, Robin",Burke,Robin,https://scholar.google.com/citations?user=wRwI6d0AAAAJ&hl=en,10683.0,42.0,80.0,165.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Robin D. Burke,1,0.0,Robin D. Burke
697,"DiPierro, Massimo",DiPierro,Massimo,,,,,,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Massimo DiPierro,0,0.7586206896551724,Massimo Ferri
698,"Fang, Xiaowen",Fang,Xiaowen,https://scholar.google.com/citations?user=QIaogkEAAAAJ&hl=en,1396.0,17.0,24.0,35.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Xiaowen Fang,1,0.0,Xiaowen Fang
699,"Furst, Jacob",Furst,Jacob,,,,,,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Jacob D. Furst,1,0.0,Jacob D. Furst
700,"Huang, Jane Cleland",Huang,Jane Cleland,https://scholar.google.com/citations?user=IQ5XCgYAAAAJ&hl=en,4312.0,39.0,87.0,96.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Jane Cleland Huang,0,1.0,Jane Cleland-Huang
701,"Jagadeesan, Radha",Jagadeesan,Radha,https://scholar.google.com/citations?user=zh0DETsAAAAJ&hl=en&oi=ao,4724.0,36.0,56.0,142.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Radha Jagadeesan,1,0.0,Radha Jagadeesan
702,"Jia, Xiaoping",Jia,Xiaoping,,,,,,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Xiaoping Jia,1,0.0,Xiaoping Jia
703,"Kanj, Iyad",Kanj,Iyad,,,,,58.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Iyad A. Kanj,1,0.0,Iyad A. Kanj
704,"Lytinen, Steven",Lytinen,Steven,,,,,39.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Steven L. Lytinen,1,0.0,Steven L. Lytinen
705,"Miller, Craig",Miller,Craig,https://scholar.google.com/citations?user=XSUQ4A8AAAAJ&hl=en,593.0,11.0,12.0,11.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Craig S. Miller,1,0.0,Craig S. Miller
706,"Miller, David",Miller,David,,,,,,DePaul University  ,Full,21,, DePaul University,21,DePaul University,David Miller,1,0.0,David Miller
707,"Mobasher, Bamshad",Mobasher,Bamshad,https://scholar.google.com/citations?user=VxhX6sAAAAAJ&hl=en&oi=ao,17944.0,58.0,135.0,353.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Bamshad Mobasher,1,0.0,Bamshad Mobasher
708,"Perkovic, Ljubomir",Perkovic,Ljubomir,https://scholar.google.com/citations?user=6dwowIYAAAAJ&hl=en,486.0,13.0,14.0,15.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Ljubomir Perkovic,1,0.0,Ljubomir Perkovic
709,"Raicu, Daniela Stan",Raicu,Daniela Stan,,,,,7.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Daniela Raicu,1,0.0,Daniela Raicu
710,"Riely, James",Riely,James,https://scholar.google.com/citations?user=P_76K3wAAAAJ&hl=en,1784.0,18.0,25.0,65.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,James Riely,1,0.0,James Riely
711,"Schaefer, Marcus",Schaefer,Marcus,https://scholar.google.com/citations?user=8wQ3nCkAAAAJ&hl=en,1181.0,20.0,32.0,42.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Marcus Schaefer,1,0.0,Marcus Schaefer
712,"Wolfe, Rosalee",Wolfe,Rosalee,https://scholar.google.com/citations?user=S-RYbV0AAAAJ&hl=en,620.0,12.0,18.0,15.0,DePaul University  ,Full,21,, DePaul University,21,DePaul University,Rosalee Wolfe,1,0.0,Rosalee Wolfe
